0.000000000000000000e+00,-6.371308016877637037e-01
2.778035003241040996e-03,8.905464594097265429e-01
5.556070006482081991e-03,9.477849558669871888e-01
8.334105009723122987e-03,-6.442593623819588278e-02
1.111214001296416398e-02,-8.797213917649334691e-01
1.389017501620520498e-02,-7.923651511912210843e-01
1.666821001944624597e-02,-1.949815311941922522e-03
1.944624502268728697e-02,7.845080651565899954e-01
2.222428002592832796e-02,8.403208006690071619e-01
2.500231502916936896e-02,3.203864708009600965e-02
2.778035003241040996e-02,-8.546955091082615308e-01
3.055838503565145095e-02,-8.688670941860868746e-01
3.333642003889249195e-02,4.539187744552051172e-03
3.611445504213353641e-02,8.438702214979525440e-01
3.889249004537457394e-02,8.189323017969843965e-01
4.167052504861561146e-02,-5.673984496034109593e-03
4.444856005185665593e-02,-8.288254512585211398e-01
4.722659505509770039e-02,-8.516978581131909865e-01
5.000463005833873792e-02,-2.357096571102459959e-02
5.278266506157977545e-02,8.416287089262108889e-01
5.556070006482081991e-02,8.507080669445210575e-01
5.833873506806186438e-02,-1.047522317469582083e-02
6.111677007130290190e-02,-8.578074206490899911e-01
6.389480507454393943e-02,-8.454987932822215502e-01
6.667284007778498389e-02,-4.423735791256428254e-03
6.945087508102602836e-02,8.334797298748004568e-01
7.222891008426707282e-02,8.436649738475081595e-01
7.500694508750810341e-02,1.601175966828138203e-03
7.778498009074914787e-02,-8.589409952408716409e-01
8.056301509399019234e-02,-8.637720094966286899e-01
8.334105009723122293e-02,-2.154143790149069294e-03
8.611908510047226739e-02,8.514907947941180444e-01
8.889712010371331186e-02,8.433726428579787493e-01
9.167515510695435632e-02,-8.263352275355899390e-03
9.445319011019540079e-02,-8.575426306320019787e-01
9.723122511343643137e-02,-8.609478866021614829e-01
1.000092601166774758e-01,-7.479489482715215645e-03
1.027872951199185203e-01,8.534678107591457952e-01
1.055653301231595509e-01,8.540504833575935928e-01
1.083433651264005954e-01,-9.689060868823011138e-03
1.111214001296416398e-01,-8.679583182856860368e-01
1.138994351328826843e-01,-8.623428803940340615e-01
1.166774701361237288e-01,-1.834372222054721745e-03
1.194555051393647593e-01,8.546006510896838604e-01
1.222335401426058038e-01,8.529136853188222789e-01
1.250115751458468483e-01,-7.739240755874817260e-03
1.277896101490878789e-01,-8.690910116905605776e-01
1.305676451523289372e-01,-8.671131091148167602e-01
1.333456801555699678e-01,-1.252547479392738736e-03
1.361237151588109984e-01,8.599526068271492463e-01
1.389017501620520567e-01,8.551521222585568571e-01
1.416797851652930873e-01,-1.085271030492041683e-02
1.444578201685341456e-01,-8.710672930273364312e-01
1.472358551717751762e-01,-8.668197542983179238e-01
1.500138901750162068e-01,-1.514606168977715439e-03
1.527919251782572652e-01,8.610848593084310387e-01
1.555699601814982957e-01,8.565463849933522278e-01
1.583479951847393263e-01,-1.143453261015754327e-02
1.611260301879803847e-01,-8.738871621983320681e-01
1.639040651912214153e-01,-8.673699890396302514e-01
1.666821001944624459e-01,7.549789383739296741e-04
1.694601351977035042e-01,8.622168177185980387e-01
1.722381702009445348e-01,8.562525917660297470e-01
1.750162052041855931e-01,-1.117247118769700703e-02
1.777942402074266237e-01,-8.741750916798264326e-01
1.805722752106676543e-01,-8.679199315816173987e-01
1.833503102139087126e-01,1.336798363028247373e-03
1.861283452171497432e-01,8.641923638166685295e-01
1.889063802203908016e-01,8.576462701021920765e-01
1.916844152236318322e-01,-1.175428955365735370e-02
1.944624502268728627e-01,-8.744627269439645412e-01
1.972404852301139211e-01,-8.676257001672346147e-01
2.000185202333549517e-01,1.918615621068601312e-03
2.027965552365959823e-01,8.644798519356077238e-01
2.055745902398370406e-01,8.573518926752600189e-01
2.083526252430780712e-01,-1.233610565453757690e-02
2.111306602463191018e-01,-8.747500678933670670e-01
2.139086952495601601e-01,-8.673311767526451499e-01
2.166867302528011907e-01,2.500430515534442927e-03
2.194647652560422491e-01,8.647670456911766834e-01
2.222428002592832796e-01,8.570572232979464244e-01
2.250208352625243102e-01,-1.291791929337752012e-02
2.277988702657653686e-01,-8.750371144307826921e-01
2.305769052690063992e-01,-8.670363614375458106e-01
2.333549402722474575e-01,3.082242849508657657e-03
2.361329752754884881e-01,8.650539449861317509e-01
2.389110102787295187e-01,8.567622620700120484e-01
2.416890452819705770e-01,-1.349973027321786298e-02
2.444670802852116076e-01,-8.753238664590174967e-01
2.472451152884526382e-01,-8.667412543217466459e-01
2.500231502916936965e-01,3.664052425989734914e-03
2.528011852949347271e-01,8.653405497233709331e-01
2.555792202981757577e-01,8.564670090913089062e-01
2.583572553014167883e-01,-1.408153839708597629e-02
2.611352903046578744e-01,-8.756103238810053480e-01
2.639133253078989050e-01,-8.664458555051274269e-01
2.666913603111399356e-01,4.245859048019725614e-03
2.694693953143809662e-01,8.656268598058639574e-01
2.722474303176219967e-01,8.561714644617953729e-01
2.750254653208630828e-01,-1.466334346806703187e-02
2.778035003241041134e-01,-8.758964865997727056e-01
2.805815353273451440e-01,-8.661501650877102554e-01
2.833595703305861746e-01,4.827662518670107657e-03
2.861376053338272052e-01,8.659128751366873544e-01
2.889156403370682913e-01,8.558756282814921068e-01
2.916936753403093219e-01,-1.524514528916197723e-02
2.944717103435503525e-01,-8.761823545184460604e-01
2.972497453467913830e-01,-8.658541831695941715e-01
3.000277803500324136e-01,5.409462640970789764e-03
3.028058153532734442e-01,8.661985956190102476e-01
3.055838503565145303e-01,8.555795006505908518e-01
3.083618853597555609e-01,-1.582694366342970657e-02
3.111399203629965915e-01,-8.764679275402514902e-01
3.139179553662376221e-01,-8.655579098509623703e-01
3.166959903694786527e-01,5.991259217967026020e-03
3.194740253727197388e-01,8.664840211561365413e-01
3.222520603759607694e-01,8.552830816693098859e-01
3.250300953792017999e-01,-1.640873839391606206e-02
3.278081303824428305e-01,-8.767532055685079984e-01
3.305861653856838611e-01,-8.652613452321183951e-01
3.333642003889248917e-01,6.573052052691060083e-03
3.361422353921659778e-01,8.667691516514005601e-01
3.389202703954070084e-01,8.549863714380018243e-01
3.416983053986480390e-01,-1.699052928366812446e-02
3.444763404018890696e-01,-8.770381885066552696e-01
3.472543754051301002e-01,-8.649644894134647100e-01
3.500324104083711863e-01,7.154840948233245380e-03
3.528104454116122168e-01,8.670539870083127099e-01
3.555884804148532474e-01,8.546893700571112085e-01
3.583665154180942780e-01,-1.757231613572006468e-02
3.611445504213353086e-01,-8.773228762582053752e-01
3.639225854245763947e-01,-8.646673424954728349e-01
3.667006204278174253e-01,7.736625707614211596e-03
3.694786554310584559e-01,8.673385271304209221e-01
3.722566904342994865e-01,8.543920776271879403e-01
3.750347254375405170e-01,-1.815409875316425364e-02
3.778127604407816031e-01,-8.776072687268183792e-01
3.805907954440226337e-01,-8.643699045787495150e-01
3.833688304472636643e-01,8.318406133855999612e-03
3.861468654505046949e-01,8.676227719214146816e-01
3.889249004537457255e-01,8.540944942488517544e-01
3.917029354569867561e-01,-1.873587693899503651e-02
3.944809704602278422e-01,-8.778913658161645595e-01
3.972590054634688728e-01,-8.640721757639998613e-01
4.000370404667099034e-01,8.900182030067364802e-03
4.028150754699509339e-01,8.679067212850835045e-01
4.055931104731919645e-01,8.537966200228714886e-01
4.083711454764330506e-01,-1.931765049632193018e-02
4.111491804796740812e-01,-8.781751674300972699e-01
4.139272154829151118e-01,-8.637741561519839406e-01
4.167052504861561424e-01,9.481953199244927410e-03
4.194832854893971730e-01,8.681903751252753043e-01
4.222613204926382036e-01,8.534984550500708256e-01
4.250393554958792897e-01,-1.989941922814234335e-02
4.278173904991203202e-01,-8.784586734725559065e-01
4.305954255023613508e-01,-8.634758458436183615e-01
4.333734605056023814e-01,1.006371944447216268e-02
4.361514955088434120e-01,8.684737333459934261e-01
4.389295305120844981e-01,8.531999994313574920e-01
4.417075655153255287e-01,-2.048118293756899869e-02
4.444856005185665593e-01,-8.787418838475385963e-01
4.472636355218075899e-01,-8.631772449398743552e-01
4.500416705250486205e-01,1.064548056883421120e-02
4.528197055282897066e-01,8.687567958512998345e-01
4.555977405315307371e-01,8.529012532678249547e-01
4.583757755347717677e-01,-2.106294142760263208e-02
4.611538105380127983e-01,-8.790247984591987862e-01
4.639318455412538289e-01,-8.628783535418218520e-01
4.667098805444949150e-01,1.122723637536110833e-02
4.694879155477359456e-01,8.690395625453564143e-01
4.722659505509769762e-01,8.526022166605773389e-01
